,motor1_current,motor2_current,motor3_current,motor4_current,motor5_current,motor6_current,total_coal_quality,instantaneous_coal_quality
1516,1,3,1,1,3,1,2,2
1517,1,3,1,1,3,1,2,3
1518,1,3,1,1,3,1,3,1
1519,1,3,1,1,3,1,3,2
1520,1,3,1,1,3,1,3,3
1521,1,3,1,1,3,2,1,1
1522,1,3,1,1,3,2,1,2
1523,1,3,1,1,3,2,1,3
1524,1,3,1,1,3,2,2,1
1525,1,3,1,1,3,2,2,2
1526,1,3,1,1,3,2,2,3
1527,1,3,1,1,3,2,3,1
1528,1,3,1,1,3,2,3,2
1529,1,3,1,1,3,2,3,3
1530,1,3,1,1,3,3,1,1
1531,1,3,1,1,3,3,1,2
1532,1,3,1,1,3,3,1,3
1533,1,3,1,1,3,3,2,1
1534,1,3,1,1,3,3,2,2
1535,1,3,1,1,3,3,2,3
1536,1,3,1,1,3,3,3,1
1537,1,3,1,1,3,3,3,2
1538,1,3,1,1,3,3,3,3
1539,1,3,1,2,1,1,1,1
1540,1,3,1,2,1,1,1,2
1541,1,3,1,2,1,1,1,3
1542,1,3,1,2,1,1,2,1
1543,1,3,1,2,1,1,2,2
1544,1,3,1,2,1,1,2,3
1545,1,3,1,2,1,1,3,1
1546,1,3,1,2,1,1,3,2
1547,1,3,1,2,1,1,3,3
1548,1,3,1,2,1,2,1,1
1549,1,3,1,2,1,2,1,2
1550,1,3,1,2,1,2,1,3
1551,1,3,1,2,1,2,2,1
1552,1,3,1,2,1,2,2,2
1553,1,3,1,2,1,2,2,3
1554,1,3,1,2,1,2,3,1
1555,1,3,1,2,1,2,3,2
1556,1,3,1,2,1,2,3,3
1557,1,3,1,2,1,3,1,1
1558,1,3,1,2,1,3,1,2
1559,1,3,1,2,1,3,1,3
1560,1,3,1,2,1,3,2,1
1561,1,3,1,2,1,3,2,2
1562,1,3,1,2,1,3,2,3
1563,1,3,1,2,1,3,3,1
1564,1,3,1,2,1,3,3,2
1565,1,3,1,2,1,3,3,3
1566,1,3,1,2,2,1,1,1
1567,1,3,1,2,2,1,1,2
1568,1,3,1,2,2,1,1,3
1569,1,3,1,2,2,1,2,1
1570,1,3,1,2,2,1,2,2
1571,1,3,1,2,2,1,2,3
1572,1,3,1,2,2,1,3,1
1573,1,3,1,2,2,1,3,2
1574,1,3,1,2,2,1,3,3
1575,1,3,1,2,2,2,1,1
1576,1,3,1,2,2,2,1,2
1577,1,3,1,2,2,2,1,3
1578,1,3,1,2,2,2,2,1
1579,1,3,1,2,2,2,2,2
1580,1,3,1,2,2,2,2,3
1581,1,3,1,2,2,2,3,1
1582,1,3,1,2,2,2,3,2
1583,1,3,1,2,2,2,3,3
1584,1,3,1,2,2,3,1,1
1585,1,3,1,2,2,3,1,2
1586,1,3,1,2,2,3,1,3
1587,1,3,1,2,2,3,2,1
1588,1,3,1,2,2,3,2,2
1589,1,3,1,2,2,3,2,3
1590,1,3,1,2,2,3,3,1
1591,1,3,1,2,2,3,3,2
1592,1,3,1,2,2,3,3,3
1593,1,3,1,2,3,1,1,1
1594,1,3,1,2,3,1,1,2
1595,1,3,1,2,3,1,1,3
1596,1,3,1,2,3,1,2,1
1597,1,3,1,2,3,1,2,2
1598,1,3,1,2,3,1,2,3
1599,1,3,1,2,3,1,3,1
1600,1,3,1,2,3,1,3,2
1601,1,3,1,2,3,1,3,3
1602,1,3,1,2,3,2,1,1
1603,1,3,1,2,3,2,1,2
1604,1,3,1,2,3,2,1,3
1605,1,3,1,2,3,2,2,1
1606,1,3,1,2,3,2,2,2
1607,1,3,1,2,3,2,2,3
1608,1,3,1,2,3,2,3,1
1609,1,3,1,2,3,2,3,2
1610,1,3,1,2,3,2,3,3
1611,1,3,1,2,3,3,1,1
1612,1,3,1,2,3,3,1,2
1613,1,3,1,2,3,3,1,3
1614,1,3,1,2,3,3,2,1
1615,1,3,1,2,3,3,2,2
1616,1,3,1,2,3,3,2,3
1617,1,3,1,2,3,3,3,1
1618,1,3,1,2,3,3,3,2
1619,1,3,1,2,3,3,3,3
1620,1,3,1,3,1,1,1,1
1621,1,3,1,3,1,1,1,2
1622,1,3,1,3,1,1,1,3
1623,1,3,1,3,1,1,2,1
1624,1,3,1,3,1,1,2,2
1625,1,3,1,3,1,1,2,3
1626,1,3,1,3,1,1,3,1
1627,1,3,1,3,1,1,3,2
1628,1,3,1,3,1,1,3,3
1629,1,3,1,3,1,2,1,1
1630,1,3,1,3,1,2,1,2
1631,1,3,1,3,1,2,1,3
1632,1,3,1,3,1,2,2,1
1633,1,3,1,3,1,2,2,2
1634,1,3,1,3,1,2,2,3
1635,1,3,1,3,1,2,3,1
1636,1,3,1,3,1,2,3,2
1637,1,3,1,3,1,2,3,3
1638,1,3,1,3,1,3,1,1
1639,1,3,1,3,1,3,1,2
1640,1,3,1,3,1,3,1,3
1641,1,3,1,3,1,3,2,1
1642,1,3,1,3,1,3,2,2
1643,1,3,1,3,1,3,2,3
1644,1,3,1,3,1,3,3,1
1645,1,3,1,3,1,3,3,2
1646,1,3,1,3,1,3,3,3
1647,1,3,1,3,2,1,1,1
1648,1,3,1,3,2,1,1,2
1649,1,3,1,3,2,1,1,3
1650,1,3,1,3,2,1,2,1
1651,1,3,1,3,2,1,2,2
1652,1,3,1,3,2,1,2,3
1653,1,3,1,3,2,1,3,1
1654,1,3,1,3,2,1,3,2
1655,1,3,1,3,2,1,3,3
1656,1,3,1,3,2,2,1,1
1657,1,3,1,3,2,2,1,2
1658,1,3,1,3,2,2,1,3
1659,1,3,1,3,2,2,2,1
1660,1,3,1,3,2,2,2,2
1661,1,3,1,3,2,2,2,3
1662,1,3,1,3,2,2,3,1
1663,1,3,1,3,2,2,3,2
1664,1,3,1,3,2,2,3,3
1665,1,3,1,3,2,3,1,1
1666,1,3,1,3,2,3,1,2
1667,1,3,1,3,2,3,1,3
1668,1,3,1,3,2,3,2,1
1669,1,3,1,3,2,3,2,2
1670,1,3,1,3,2,3,2,3
1671,1,3,1,3,2,3,3,1
1672,1,3,1,3,2,3,3,2
1673,1,3,1,3,2,3,3,3
1674,1,3,1,3,3,1,1,1
1675,1,3,1,3,3,1,1,2
1676,1,3,1,3,3,1,1,3
1677,1,3,1,3,3,1,2,1
1678,1,3,1,3,3,1,2,2
1679,1,3,1,3,3,1,2,3
1680,1,3,1,3,3,1,3,1
1681,1,3,1,3,3,1,3,2
1682,1,3,1,3,3,1,3,3
1683,1,3,1,3,3,2,1,1
1684,1,3,1,3,3,2,1,2
1685,1,3,1,3,3,2,1,3
1686,1,3,1,3,3,2,2,1
1687,1,3,1,3,3,2,2,2
1688,1,3,1,3,3,2,2,3
1689,1,3,1,3,3,2,3,1
1690,1,3,1,3,3,2,3,2
1691,1,3,1,3,3,2,3,3
1692,1,3,1,3,3,3,1,1
1693,1,3,1,3,3,3,1,2
1694,1,3,1,3,3,3,1,3
1695,1,3,1,3,3,3,2,1
1696,1,3,1,3,3,3,2,2
1697,1,3,1,3,3,3,2,3
1698,1,3,1,3,3,3,3,1
1699,1,3,1,3,3,3,3,2
1700,1,3,1,3,3,3,3,3
1701,1,3,2,1,1,1,1,1
1702,1,3,2,1,1,1,1,2
1703,1,3,2,1,1,1,1,3
1704,1,3,2,1,1,1,2,1
1705,1,3,2,1,1,1,2,2
1706,1,3,2,1,1,1,2,3
1707,1,3,2,1,1,1,3,1
1708,1,3,2,1,1,1,3,2
1709,1,3,2,1,1,1,3,3
1710,1,3,2,1,1,2,1,1
1711,1,3,2,1,1,2,1,2
1712,1,3,2,1,1,2,1,3
1713,1,3,2,1,1,2,2,1
1714,1,3,2,1,1,2,2,2
1715,1,3,2,1,1,2,2,3
1716,1,3,2,1,1,2,3,1
1717,1,3,2,1,1,2,3,2
1718,1,3,2,1,1,2,3,3
1719,1,3,2,1,1,3,1,1
1720,1,3,2,1,1,3,1,2
1721,1,3,2,1,1,3,1,3
1722,1,3,2,1,1,3,2,1
1723,1,3,2,1,1,3,2,2
1724,1,3,2,1,1,3,2,3
1725,1,3,2,1,1,3,3,1
1726,1,3,2,1,1,3,3,2
1727,1,3,2,1,1,3,3,3
1728,1,3,2,1,2,1,1,1
1729,1,3,2,1,2,1,1,2
1730,1,3,2,1,2,1,1,3
1731,1,3,2,1,2,1,2,1
1732,1,3,2,1,2,1,2,2
1733,1,3,2,1,2,1,2,3
1734,1,3,2,1,2,1,3,1
1735,1,3,2,1,2,1,3,2
1736,1,3,2,1,2,1,3,3
1737,1,3,2,1,2,2,1,1
1738,1,3,2,1,2,2,1,2
1739,1,3,2,1,2,2,1,3
1740,1,3,2,1,2,2,2,1
1741,1,3,2,1,2,2,2,2
1742,1,3,2,1,2,2,2,3
1743,1,3,2,1,2,2,3,1
1744,1,3,2,1,2,2,3,2
1745,1,3,2,1,2,2,3,3
1746,1,3,2,1,2,3,1,1
1747,1,3,2,1,2,3,1,2
1748,1,3,2,1,2,3,1,3
1749,1,3,2,1,2,3,2,1
1750,1,3,2,1,2,3,2,2
1751,1,3,2,1,2,3,2,3
1752,1,3,2,1,2,3,3,1
1753,1,3,2,1,2,3,3,2
1754,1,3,2,1,2,3,3,3
1755,1,3,2,1,3,1,1,1
1756,1,3,2,1,3,1,1,2
1757,1,3,2,1,3,1,1,3
1758,1,3,2,1,3,1,2,1
1759,1,3,2,1,3,1,2,2
1760,1,3,2,1,3,1,2,3
1761,1,3,2,1,3,1,3,1
1762,1,3,2,1,3,1,3,2
1763,1,3,2,1,3,1,3,3
1764,1,3,2,1,3,2,1,1
1765,1,3,2,1,3,2,1,2
1766,1,3,2,1,3,2,1,3
1767,1,3,2,1,3,2,2,1
1768,1,3,2,1,3,2,2,2
1769,1,3,2,1,3,2,2,3
1770,1,3,2,1,3,2,3,1
1771,1,3,2,1,3,2,3,2
1772,1,3,2,1,3,2,3,3
1773,1,3,2,1,3,3,1,1
1774,1,3,2,1,3,3,1,2
1775,1,3,2,1,3,3,1,3
1776,1,3,2,1,3,3,2,1
1777,1,3,2,1,3,3,2,2
1778,1,3,2,1,3,3,2,3
1779,1,3,2,1,3,3,3,1
1780,1,3,2,1,3,3,3,2
1781,1,3,2,1,3,3,3,3
1782,1,3,2,2,1,1,1,1
1783,1,3,2,2,1,1,1,2
1784,1,3,2,2,1,1,1,3
1785,1,3,2,2,1,1,2,1
1786,1,3,2,2,1,1,2,2
1787,1,3,2,2,1,1,2,3
1788,1,3,2,2,1,1,3,1
1789,1,3,2,2,1,1,3,2
1790,1,3,2,2,1,1,3,3
1791,1,3,2,2,1,2,1,1
1792,1,3,2,2,1,2,1,2
1793,1,3,2,2,1,2,1,3
1794,1,3,2,2,1,2,2,1
1795,1,3,2,2,1,2,2,2
1796,1,3,2,2,1,2,2,3
1797,1,3,2,2,1,2,3,1
1798,1,3,2,2,1,2,3,2
1799,1,3,2,2,1,2,3,3
1800,1,3,2,2,1,3,1,1
1801,1,3,2,2,1,3,1,2
1802,1,3,2,2,1,3,1,3
1803,1,3,2,2,1,3,2,1
1804,1,3,2,2,1,3,2,2
1805,1,3,2,2,1,3,2,3
1806,1,3,2,2,1,3,3,1
1807,1,3,2,2,1,3,3,2
1808,1,3,2,2,1,3,3,3
1809,1,3,2,2,2,1,1,1
1810,1,3,2,2,2,1,1,2
1811,1,3,2,2,2,1,1,3
1812,1,3,2,2,2,1,2,1
1813,1,3,2,2,2,1,2,2
1814,1,3,2,2,2,1,2,3
1815,1,3,2,2,2,1,3,1
1816,1,3,2,2,2,1,3,2
1817,1,3,2,2,2,1,3,3
1818,1,3,2,2,2,2,1,1
1819,1,3,2,2,2,2,1,2
1820,1,3,2,2,2,2,1,3
1821,1,3,2,2,2,2,2,1
1822,1,3,2,2,2,2,2,2
1823,1,3,2,2,2,2,2,3
1824,1,3,2,2,2,2,3,1
1825,1,3,2,2,2,2,3,2
1826,1,3,2,2,2,2,3,3
1827,1,3,2,2,2,3,1,1
1828,1,3,2,2,2,3,1,2
1829,1,3,2,2,2,3,1,3
1830,1,3,2,2,2,3,2,1
1831,1,3,2,2,2,3,2,2
1832,1,3,2,2,2,3,2,3
1833,1,3,2,2,2,3,3,1
1834,1,3,2,2,2,3,3,2
1835,1,3,2,2,2,3,3,3
1836,1,3,2,2,3,1,1,1
1837,1,3,2,2,3,1,1,2
1838,1,3,2,2,3,1,1,3
1839,1,3,2,2,3,1,2,1
1840,1,3,2,2,3,1,2,2
1841,1,3,2,2,3,1,2,3
1842,1,3,2,2,3,1,3,1
1843,1,3,2,2,3,1,3,2
1844,1,3,2,2,3,1,3,3
1845,1,3,2,2,3,2,1,1
1846,1,3,2,2,3,2,1,2
1847,1,3,2,2,3,2,1,3
1848,1,3,2,2,3,2,2,1
1849,1,3,2,2,3,2,2,2
1850,1,3,2,2,3,2,2,3
1851,1,3,2,2,3,2,3,1
1852,1,3,2,2,3,2,3,2
1853,1,3,2,2,3,2,3,3
1854,1,3,2,2,3,3,1,1
1855,1,3,2,2,3,3,1,2
1856,1,3,2,2,3,3,1,3
1857,1,3,2,2,3,3,2,1
1858,1,3,2,2,3,3,2,2
1859,1,3,2,2,3,3,2,3
1860,1,3,2,2,3,3,3,1
1861,1,3,2,2,3,3,3,2
1862,1,3,2,2,3,3,3,3
1863,1,3,2,3,1,1,1,1
1864,1,3,2,3,1,1,1,2
1865,1,3,2,3,1,1,1,3
1866,1,3,2,3,1,1,2,1
1867,1,3,2,3,1,1,2,2
1868,1,3,2,3,1,1,2,3
1869,1,3,2,3,1,1,3,1
1870,1,3,2,3,1,1,3,2
1871,1,3,2,3,1,1,3,3
1872,1,3,2,3,1,2,1,1
1873,1,3,2,3,1,2,1,2
1874,1,3,2,3,1,2,1,3
1875,1,3,2,3,1,2,2,1
1876,1,3,2,3,1,2,2,2
1877,1,3,2,3,1,2,2,3
1878,1,3,2,3,1,2,3,1
1879,1,3,2,3,1,2,3,2
1880,1,3,2,3,1,2,3,3
1881,1,3,2,3,1,3,1,1
1882,1,3,2,3,1,3,1,2
1883,1,3,2,3,1,3,1,3
1884,1,3,2,3,1,3,2,1
1885,1,3,2,3,1,3,2,2
1886,1,3,2,3,1,3,2,3
1887,1,3,2,3,1,3,3,1
1888,1,3,2,3,1,3,3,2
1889,1,3,2,3,1,3,3,3
1890,1,3,2,3,2,1,1,1
1891,1,3,2,3,2,1,1,2
1892,1,3,2,3,2,1,1,3
1893,1,3,2,3,2,1,2,1
1894,1,3,2,3,2,1,2,2
1895,1,3,2,3,2,1,2,3
1896,1,3,2,3,2,1,3,1
1897,1,3,2,3,2,1,3,2
1898,1,3,2,3,2,1,3,3
1899,1,3,2,3,2,2,1,1
1900,1,3,2,3,2,2,1,2
1901,1,3,2,3,2,2,1,3
1902,1,3,2,3,2,2,2,1
1903,1,3,2,3,2,2,2,2
1904,1,3,2,3,2,2,2,3
1905,1,3,2,3,2,2,3,1
1906,1,3,2,3,2,2,3,2
1907,1,3,2,3,2,2,3,3
1908,1,3,2,3,2,3,1,1
1909,1,3,2,3,2,3,1,2
1910,1,3,2,3,2,3,1,3
1911,1,3,2,3,2,3,2,1
1912,1,3,2,3,2,3,2,2
1913,1,3,2,3,2,3,2,3
1914,1,3,2,3,2,3,3,1
1915,1,3,2,3,2,3,3,2
1916,1,3,2,3,2,3,3,3
1917,1,3,2,3,3,1,1,1
1918,1,3,2,3,3,1,1,2
1919,1,3,2,3,3,1,1,3
1920,1,3,2,3,3,1,2,1
1921,1,3,2,3,3,1,2,2
1922,1,3,2,3,3,1,2,3
1923,1,3,2,3,3,1,3,1
1924,1,3,2,3,3,1,3,2
1925,1,3,2,3,3,1,3,3
1926,1,3,2,3,3,2,1,1
1927,1,3,2,3,3,2,1,2
1928,1,3,2,3,3,2,1,3
1929,1,3,2,3,3,2,2,1
1930,1,3,2,3,3,2,2,2
1931,1,3,2,3,3,2,2,3
1932,1,3,2,3,3,2,3,1
1933,1,3,2,3,3,2,3,2
1934,1,3,2,3,3,2,3,3
1935,1,3,2,3,3,3,1,1
1936,1,3,2,3,3,3,1,2
1937,1,3,2,3,3,3,1,3
1938,1,3,2,3,3,3,2,1
1939,1,3,2,3,3,3,2,2
1940,1,3,2,3,3,3,2,3
1941,1,3,2,3,3,3,3,1
1942,1,3,2,3,3,3,3,2
1943,1,3,2,3,3,3,3,3
1944,1,3,3,1,1,1,1,1
1945,1,3,3,1,1,1,1,2
1946,1,3,3,1,1,1,1,3
1947,1,3,3,1,1,1,2,1
1948,1,3,3,1,1,1,2,2
1949,1,3,3,1,1,1,2,3
1950,1,3,3,1,1,1,3,1
1951,1,3,3,1,1,1,3,2
1952,1,3,3,1,1,1,3,3
1953,1,3,3,1,1,2,1,1
1954,1,3,3,1,1,2,1,2
1955,1,3,3,1,1,2,1,3
1956,1,3,3,1,1,2,2,1
1957,1,3,3,1,1,2,2,2
1958,1,3,3,1,1,2,2,3
1959,1,3,3,1,1,2,3,1
1960,1,3,3,1,1,2,3,2
1961,1,3,3,1,1,2,3,3
1962,1,3,3,1,1,3,1,1
1963,1,3,3,1,1,3,1,2
1964,1,3,3,1,1,3,1,3
1965,1,3,3,1,1,3,2,1
1966,1,3,3,1,1,3,2,2
1967,1,3,3,1,1,3,2,3
1968,1,3,3,1,1,3,3,1
1969,1,3,3,1,1,3,3,2
1970,1,3,3,1,1,3,3,3
1971,1,3,3,1,2,1,1,1
1972,1,3,3,1,2,1,1,2
1973,1,3,3,1,2,1,1,3
1974,1,3,3,1,2,1,2,1
1975,1,3,3,1,2,1,2,2
1976,1,3,3,1,2,1,2,3
1977,1,3,3,1,2,1,3,1
1978,1,3,3,1,2,1,3,2
1979,1,3,3,1,2,1,3,3
1980,1,3,3,1,2,2,1,1
1981,1,3,3,1,2,2,1,2
1982,1,3,3,1,2,2,1,3
1983,1,3,3,1,2,2,2,1
1984,1,3,3,1,2,2,2,2
1985,1,3,3,1,2,2,2,3
1986,1,3,3,1,2,2,3,1
1987,1,3,3,1,2,2,3,2
1988,1,3,3,1,2,2,3,3
1989,1,3,3,1,2,3,1,1
1990,1,3,3,1,2,3,1,2
1991,1,3,3,1,2,3,1,3
1992,1,3,3,1,2,3,2,1
1993,1,3,3,1,2,3,2,2
1994,1,3,3,1,2,3,2,3
1995,1,3,3,1,2,3,3,1
1996,1,3,3,1,2,3,3,2
1997,1,3,3,1,2,3,3,3
1998,1,3,3,1,3,1,1,1
1999,1,3,3,1,3,1,1,2
2000,1,3,3,1,3,1,1,3
2001,1,3,3,1,3,1,2,1
2002,1,3,3,1,3,1,2,2
2003,1,3,3,1,3,1,2,3
2004,1,3,3,1,3,1,3,1
2005,1,3,3,1,3,1,3,2
2006,1,3,3,1,3,1,3,3
2007,1,3,3,1,3,2,1,1
2008,1,3,3,1,3,2,1,2
2009,1,3,3,1,3,2,1,3
2010,1,3,3,1,3,2,2,1
2011,1,3,3,1,3,2,2,2
2012,1,3,3,1,3,2,2,3
2013,1,3,3,1,3,2,3,1
2014,1,3,3,1,3,2,3,2
2015,1,3,3,1,3,2,3,3
2016,1,3,3,1,3,3,1,1
2017,1,3,3,1,3,3,1,2
2018,1,3,3,1,3,3,1,3
2019,1,3,3,1,3,3,2,1
2020,1,3,3,1,3,3,2,2
2021,1,3,3,1,3,3,2,3
2022,1,3,3,1,3,3,3,1
2023,1,3,3,1,3,3,3,2
2024,1,3,3,1,3,3,3,3
2025,1,3,3,2,1,1,1,1
2026,1,3,3,2,1,1,1,2
2027,1,3,3,2,1,1,1,3
2028,1,3,3,2,1,1,2,1
2029,1,3,3,2,1,1,2,2
2030,1,3,3,2,1,1,2,3
2031,1,3,3,2,1,1,3,1
2032,1,3,3,2,1,1,3,2
2033,1,3,3,2,1,1,3,3
2034,1,3,3,2,1,2,1,1
2035,1,3,3,2,1,2,1,2
2036,1,3,3,2,1,2,1,3
2037,1,3,3,2,1,2,2,1
2038,1,3,3,2,1,2,2,2
2039,1,3,3,2,1,2,2,3
2040,1,3,3,2,1,2,3,1
2041,1,3,3,2,1,2,3,2
2042,1,3,3,2,1,2,3,3
2043,1,3,3,2,1,3,1,1
2044,1,3,3,2,1,3,1,2
2045,1,3,3,2,1,3,1,3
2046,1,3,3,2,1,3,2,1
2047,1,3,3,2,1,3,2,2
2048,1,3,3,2,1,3,2,3
2049,1,3,3,2,1,3,3,1
2050,1,3,3,2,1,3,3,2
2051,1,3,3,2,1,3,3,3
2052,1,3,3,2,2,1,1,1
2053,1,3,3,2,2,1,1,2
2054,1,3,3,2,2,1,1,3
2055,1,3,3,2,2,1,2,1
2056,1,3,3,2,2,1,2,2
2057,1,3,3,2,2,1,2,3
2058,1,3,3,2,2,1,3,1
2059,1,3,3,2,2,1,3,2
2060,1,3,3,2,2,1,3,3
2061,1,3,3,2,2,2,1,1
2062,1,3,3,2,2,2,1,2
2063,1,3,3,2,2,2,1,3
2064,1,3,3,2,2,2,2,1
2065,1,3,3,2,2,2,2,2
2066,1,3,3,2,2,2,2,3
2067,1,3,3,2,2,2,3,1
2068,1,3,3,2,2,2,3,2
2069,1,3,3,2,2,2,3,3
2070,1,3,3,2,2,3,1,1
2071,1,3,3,2,2,3,1,2
2072,1,3,3,2,2,3,1,3
2073,1,3,3,2,2,3,2,1
2074,1,3,3,2,2,3,2,2
2075,1,3,3,2,2,3,2,3
2076,1,3,3,2,2,3,3,1
2077,1,3,3,2,2,3,3,2
2078,1,3,3,2,2,3,3,3
2079,1,3,3,2,3,1,1,1
2080,1,3,3,2,3,1,1,2
2081,1,3,3,2,3,1,1,3
2082,1,3,3,2,3,1,2,1
2083,1,3,3,2,3,1,2,2
2084,1,3,3,2,3,1,2,3
2085,1,3,3,2,3,1,3,1
2086,1,3,3,2,3,1,3,2
2087,1,3,3,2,3,1,3,3
2088,1,3,3,2,3,2,1,1
2089,1,3,3,2,3,2,1,2
2090,1,3,3,2,3,2,1,3
2091,1,3,3,2,3,2,2,1
2092,1,3,3,2,3,2,2,2
2093,1,3,3,2,3,2,2,3
2094,1,3,3,2,3,2,3,1
2095,1,3,3,2,3,2,3,2
2096,1,3,3,2,3,2,3,3
2097,1,3,3,2,3,3,1,1
2098,1,3,3,2,3,3,1,2
2099,1,3,3,2,3,3,1,3
2100,1,3,3,2,3,3,2,1
2101,1,3,3,2,3,3,2,2
2102,1,3,3,2,3,3,2,3
2103,1,3,3,2,3,3,3,1
2104,1,3,3,2,3,3,3,2
2105,1,3,3,2,3,3,3,3
2106,1,3,3,3,1,1,1,1
2107,1,3,3,3,1,1,1,2
2108,1,3,3,3,1,1,1,3
2109,1,3,3,3,1,1,2,1
2110,1,3,3,3,1,1,2,2
2111,1,3,3,3,1,1,2,3
2112,1,3,3,3,1,1,3,1
2113,1,3,3,3,1,1,3,2
2114,1,3,3,3,1,1,3,3
2115,1,3,3,3,1,2,1,1
2116,1,3,3,3,1,2,1,2
2117,1,3,3,3,1,2,1,3
2118,1,3,3,3,1,2,2,1
2119,1,3,3,3,1,2,2,2
2120,1,3,3,3,1,2,2,3
2121,1,3,3,3,1,2,3,1
2122,1,3,3,3,1,2,3,2
2123,1,3,3,3,1,2,3,3
2124,1,3,3,3,1,3,1,1
2125,1,3,3,3,1,3,1,2
2126,1,3,3,3,1,3,1,3
2127,1,3,3,3,1,3,2,1
2128,1,3,3,3,1,3,2,2
2129,1,3,3,3,1,3,2,3
2130,1,3,3,3,1,3,3,1
2131,1,3,3,3,1,3,3,2
2132,1,3,3,3,1,3,3,3
2133,1,3,3,3,2,1,1,1
2134,1,3,3,3,2,1,1,2
2135,1,3,3,3,2,1,1,3
2136,1,3,3,3,2,1,2,1
2137,1,3,3,3,2,1,2,2
2138,1,3,3,3,2,1,2,3
2139,1,3,3,3,2,1,3,1
2140,1,3,3,3,2,1,3,2
2141,1,3,3,3,2,1,3,3
2142,1,3,3,3,2,2,1,1
2143,1,3,3,3,2,2,1,2
2144,1,3,3,3,2,2,1,3
2145,1,3,3,3,2,2,2,1
2146,1,3,3,3,2,2,2,2
2147,1,3,3,3,2,2,2,3
2148,1,3,3,3,2,2,3,1
2149,1,3,3,3,2,2,3,2
2150,1,3,3,3,2,2,3,3
2151,1,3,3,3,2,3,1,1
2152,1,3,3,3,2,3,1,2
2153,1,3,3,3,2,3,1,3
2154,1,3,3,3,2,3,2,1
2155,1,3,3,3,2,3,2,2
2156,1,3,3,3,2,3,2,3
2157,1,3,3,3,2,3,3,1
2158,1,3,3,3,2,3,3,2
2159,1,3,3,3,2,3,3,3
2160,1,3,3,3,3,1,1,1
2161,1,3,3,3,3,1,1,2
2162,1,3,3,3,3,1,1,3
2163,1,3,3,3,3,1,2,1
2164,1,3,3,3,3,1,2,2
2165,1,3,3,3,3,1,2,3
2166,1,3,3,3,3,1,3,1
2167,1,3,3,3,3,1,3,2
2168,1,3,3,3,3,1,3,3
2169,1,3,3,3,3,2,1,1
2170,1,3,3,3,3,2,1,2
2171,1,3,3,3,3,2,1,3
2172,1,3,3,3,3,2,2,1
2173,1,3,3,3,3,2,2,2
2174,1,3,3,3,3,2,2,3
2175,1,3,3,3,3,2,3,1
2176,1,3,3,3,3,2,3,2
2177,1,3,3,3,3,2,3,3
2178,1,3,3,3,3,3,1,1
2179,1,3,3,3,3,3,1,2
2180,1,3,3,3,3,3,1,3
2181,1,3,3,3,3,3,2,1
2182,1,3,3,3,3,3,2,2
2183,1,3,3,3,3,3,2,3
2184,1,3,3,3,3,3,3,1
2185,1,3,3,3,3,3,3,2
2186,1,3,3,3,3,3,3,3
2187,2,1,1,1,1,1,1,1
2188,2,1,1,1,1,1,1,2
2189,2,1,1,1,1,1,1,3
2190,2,1,1,1,1,1,2,1
2191,2,1,1,1,1,1,2,2
2192,2,1,1,1,1,1,2,3
2193,2,1,1,1,1,1,3,1
2194,2,1,1,1,1,1,3,2
2195,2,1,1,1,1,1,3,3
2196,2,1,1,1,1,2,1,1
2197,2,1,1,1,1,2,1,2
2198,2,1,1,1,1,2,1,3
2199,2,1,1,1,1,2,2,1
2200,2,1,1,1,1,2,2,2
2201,2,1,1,1,1,2,2,3
2202,2,1,1,1,1,2,3,1
2203,2,1,1,1,1,2,3,2
2204,2,1,1,1,1,2,3,3
2205,2,1,1,1,1,3,1,1
2206,2,1,1,1,1,3,1,2
2207,2,1,1,1,1,3,1,3
2208,2,1,1,1,1,3,2,1
2209,2,1,1,1,1,3,2,2
2210,2,1,1,1,1,3,2,3
2211,2,1,1,1,1,3,3,1
2212,2,1,1,1,1,3,3,2
2213,2,1,1,1,1,3,3,3
2214,2,1,1,1,2,1,1,1
2215,2,1,1,1,2,1,1,2
2216,2,1,1,1,2,1,1,3
2217,2,1,1,1,2,1,2,1
2218,2,1,1,1,2,1,2,2
2219,2,1,1,1,2,1,2,3
2220,2,1,1,1,2,1,3,1
2221,2,1,1,1,2,1,3,2
2222,2,1,1,1,2,1,3,3
2223,2,1,1,1,2,2,1,1
2224,2,1,1,1,2,2,1,2
2225,2,1,1,1,2,2,1,3
2226,2,1,1,1,2,2,2,1
2227,2,1,1,1,2,2,2,2
2228,2,1,1,1,2,2,2,3
2229,2,1,1,1,2,2,3,1
2230,2,1,1,1,2,2,3,2
2231,2,1,1,1,2,2,3,3
2232,2,1,1,1,2,3,1,1
2233,2,1,1,1,2,3,1,2
2234,2,1,1,1,2,3,1,3
2235,2,1,1,1,2,3,2,1
2236,2,1,1,1,2,3,2,2
2237,2,1,1,1,2,3,2,3
2238,2,1,1,1,2,3,3,1
2239,2,1,1,1,2,3,3,2
2240,2,1,1,1,2,3,3,3
2241,2,1,1,1,3,1,1,1
2242,2,1,1,1,3,1,1,2
2243,2,1,1,1,3,1,1,3
2244,2,1,1,1,3,1,2,1
2245,2,1,1,1,3,1,2,2
2246,2,1,1,1,3,1,2,3
2247,2,1,1,1,3,1,3,1
2248,2,1,1,1,3,1,3,2
